usageclass,checkouttype,materialtype,checkoutyear,checkoutmonth,checkouts,title,isbn,creator,subjects,publisher,publicationyear,sample_design
Digital,OverDrive,EBOOK,2020,8,196,"Crazy Rich Asians: Crazy Rich Asians Series, Book 1",,Kevin Kwan,"Fiction, Humor (Fiction), Literature, Romance","Random House, Inc.",2013,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2020,9,154,"Crazy Rich Asians: Crazy Rich Asians Series, Book 1",,Kevin Kwan,"Fiction, Humor (Fiction), Literature, Romance","Random House, Inc.",2013,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2020,10,119,"Crazy Rich Asians: Crazy Rich Asians Series, Book 1",,Kevin Kwan,"Fiction, Humor (Fiction), Literature, Romance","Random House, Inc.",2013,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2020,11,94,"Crazy Rich Asians: Crazy Rich Asians Series, Book 1",,Kevin Kwan,"Fiction, Humor (Fiction), Literature, Romance","Random House, Inc.",2013,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2021,7,142,Pachinko,,Min Jin Lee,"Fiction, Literature","Hachette Digital, Inc.",2017,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2021,8,143,Pachinko,,Min Jin Lee,"Fiction, Literature","Hachette Digital, Inc.",2017,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2021,9,137,Pachinko,,Min Jin Lee,"Fiction, Literature","Hachette Digital, Inc.",2017,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2021,10,120,Pachinko,,Min Jin Lee,"Fiction, Literature","Hachette Digital, Inc.",2017,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2022,1,95,"Outlander: Outlander Series, Book 1",,Diana Gabaldon,"Fantasy, Fiction, Romance, Historical Fiction","Random House, Inc.",2008,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2022,2,68,"Outlander: Outlander Series, Book 1",,Diana Gabaldon,"Fantasy, Fiction, Romance, Historical Fiction","Random House, Inc.",2008,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2022,3,73,"Outlander: Outlander Series, Book 1",,Diana Gabaldon,"Fantasy, Fiction, Romance, Historical Fiction","Random House, Inc.",2008,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2022,4,72,"Outlander: Outlander Series, Book 1",,Diana Gabaldon,"Fantasy, Fiction, Romance, Historical Fiction","Random House, Inc.",2008,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2022,5,75,"Outlander: Outlander Series, Book 1",9780440335160,Diana Gabaldon,"Fantasy, Fiction, Romance, Historical Fiction","Random House, Inc.",2008,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2022,6,69,"Outlander: Outlander Series, Book 1",9780440335160,Diana Gabaldon,"Fantasy, Fiction, Romance, Historical Fiction","Random House, Inc.",2008,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2022,7,70,"Outlander: Outlander Series, Book 1",9780440335160,Diana Gabaldon,"Fantasy, Fiction, Romance, Historical Fiction","Random House, Inc.",2008,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2022,8,101,"Outlander: Outlander Series, Book 1",9780440335160,Diana Gabaldon,"Fantasy, Fiction, Romance, Historical Fiction","Random House, Inc.",2008,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2022,9,70,"Outlander: Outlander Series, Book 1",9780440335160,Diana Gabaldon,"Fantasy, Fiction, Romance, Historical Fiction","Random House, Inc.",2008,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2022,10,66,"Outlander: Outlander Series, Book 1",9780440335160,Diana Gabaldon,"Fantasy, Fiction, Romance, Historical Fiction","Random House, Inc.",2008,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2023,1,304,Our Missing Hearts: A Novel,9780593492550,Celeste Ng,"Fantasy, Fiction, Literature","Penguin Group (USA), Inc.",2022,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2023,2,260,Our Missing Hearts: A Novel,9780593492550,Celeste Ng,"Fantasy, Fiction, Literature","Penguin Group (USA), Inc.",2022,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2023,4,260,Our Missing Hearts: A Novel,9780593492550,Celeste Ng,"Fantasy, Fiction, Literature","Penguin Group (USA), Inc.",2022,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2023,5,255,Our Missing Hearts: A Novel,9780593492550,Celeste Ng,"Fantasy, Fiction, Literature","Penguin Group (USA), Inc.",2022,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2023,6,306,Our Missing Hearts: A Novel,9780593492550,Celeste Ng,"Fantasy, Fiction, Literature","Penguin Group (USA), Inc.",2022,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2023,8,338,Our Missing Hearts: A Novel,9780593492550,Celeste Ng,"Fantasy, Fiction, Literature","Penguin Group (USA), Inc.",2022,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2023,9,317,Our Missing Hearts: A Novel,9780593492550,Celeste Ng,"Fantasy, Fiction, Literature","Penguin Group (USA), Inc.",2022,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2024,1,111,There There: A novel (unabridged),9780525635598,Tommy Orange,"Fiction, Literature",Books on Tape,2018,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2024,2,135,There There: A novel (unabridged),9780525635598,Tommy Orange,"Fiction, Literature",Books on Tape,2018,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2024,3,157,There There: A novel (unabridged),9780525635598,Tommy Orange,"Fiction, Literature",Books on Tape,2018,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2024,4,158,There There: A novel (unabridged),9780525635598,Tommy Orange,"Fiction, Literature",Books on Tape,2018,balanced_by_year_and_usageclass
Digital,OverDrive,Audiobook,2024,5,128,There There: A novel (unabridged),9780525635598,Tommy Orange,"Fiction, Literature",Books on Tape,2018,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2024,9,118,There There: A novel (unabridged),9780525635598,Tommy Orange,"Fiction, Literature",Books on Tape,2018,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2024,10,99,There There: A novel (unabridged),9780525635598,Tommy Orange,"Fiction, Literature",Books on Tape,2018,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2024,11,102,There There: A novel (unabridged),9780525635598,Tommy Orange,"Fiction, Literature",Books on Tape,2018,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2025,1,126,Creation Lake: A Novel,9781982116545,Rachel Kushner,"Fiction, Literature","Simon & Schuster, Inc.",2024,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2025,2,117,Creation Lake: A Novel,9781982116545,Rachel Kushner,"Fiction, Literature",Scribner,2024,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2025,3,125,Creation Lake: A Novel,9781982116545,Rachel Kushner,"Fiction, Literature",Scribner,2024,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2025,4,132,Creation Lake: A Novel,9781982116545,Rachel Kushner,"Fiction, Literature",Scribner,2024,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2025,5,153,Creation Lake: A Novel,9781982116545,Rachel Kushner,"Fiction, Literature",Scribner,2024,balanced_by_year_and_usageclass
Digital,OverDrive,Ebook,2025,8,146,Creation Lake: A Novel,9781982116545,Rachel Kushner,"Fiction, Literature",Scribner,2024,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2025,9,126,Creation Lake: A Novel,9781982116545,Rachel Kushner,"Fiction, Literature",Scribner,2024,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2025,10,106,Creation Lake: A Novel,9781982116545,Rachel Kushner,"Fiction, Literature",Scribner,2024,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2025,11,89,Creation Lake: A Novel,9781982116545,Rachel Kushner,"Fiction, Literature",Scribner,2024,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2025,12,102,Creation Lake: A Novel,9781982116545,Rachel Kushner,"Fiction, Literature",Scribner,2024,balanced_by_year_and_usageclass
